period,region,sku,sales amount,pandemic
12/1/2021,Jakarta,sku555,325.1,1
1/1/2022,Jakarta,sku555,406.2,1
1/1/2019,Jakarta,sku76,30456.2,0
2/1/2019,Jakarta,sku76,25512.5,0
3/1/2019,Jakarta,sku76,29722,0
4/1/2019,Jakarta,sku76,30164.2,0
5/1/2019,Jakarta,sku76,29988.6,0
6/1/2019,Jakarta,sku76,32764.1,0
7/1/2019,Jakarta,sku76,30038.3,0
8/1/2019,Jakarta,sku76,30711.2,0
9/1/2019,Jakarta,sku76,30170.4,0
10/1/2019,Jakarta,sku76,36429.9,0
11/1/2019,Jakarta,sku76,38050.6,0
12/1/2019,Jakarta,sku76,39634.7,0
1/1/2020,Jakarta,sku76,36698.8,0
2/1/2020,Jakarta,sku76,32931.1,0
3/1/2020,Jakarta,sku76,33968.8,0
4/1/2020,Jakarta,sku76,21841.7,1
5/1/2020,Jakarta,sku76,18002.6,1
6/1/2020,Jakarta,sku76,22543.9,1
7/1/2020,Jakarta,sku76,24058.3,1
8/1/2020,Jakarta,sku76,27067.2,1
9/1/2020,Jakarta,sku76,27269.3,1
10/1/2020,Jakarta,sku76,26532,1
11/1/2020,Jakarta,sku76,28085.8,1
12/1/2020,Jakarta,sku76,32266.1,1
1/1/2021,Jakarta,sku76,30254.4,1
2/1/2021,Jakarta,sku76,28633.3,1
3/1/2021,Jakarta,sku76,32228.7,1
4/1/2021,Jakarta,sku76,31983.5,1
5/1/2021,Jakarta,sku76,33064.7,1
6/1/2021,Jakarta,sku76,32785.7,1
7/1/2021,Jakarta,sku76,24426.5,1
8/1/2021,Jakarta,sku76,27857.2,1
9/1/2021,Jakarta,sku76,36117.5,1
10/1/2021,Jakarta,sku76,35571.6,1
11/1/2021,Jakarta,sku76,34067.5,1
12/1/2021,Jakarta,sku76,39943.1,1
1/1/2022,Jakarta,sku76,38167.4,1
1/1/2019,Jakarta,SKU12354,22322,0
2/1/2019,Jakarta,SKU12354,22659,0
3/1/2019,Jakarta,SKU12354,24539.7,0
4/1/2019,Jakarta,SKU12354,23217.2,0
5/1/2019,Jakarta,SKU12354,20311.8,0
6/1/2019,Jakarta,SKU12354,18242.3,0
7/1/2019,Jakarta,SKU12354,21146.8,0
8/1/2019,Jakarta,SKU12354,27057.4,0
9/1/2019,Jakarta,SKU12354,27739.5,0
10/1/2019,Jakarta,SKU12354,31798.1,0
11/1/2019,Jakarta,SKU12354,32225.8,0
12/1/2019,Jakarta,SKU12354,30778.1,0
1/1/2020,Jakarta,SKU12354,26378.3,0
2/1/2020,Jakarta,SKU12354,24042.7,0
3/1/2020,Jakarta,SKU12354,22272.4,0
4/1/2020,Jakarta,SKU12354,18222.4,1
5/1/2020,Jakarta,SKU12354,16137.2,1
6/1/2020,Jakarta,SKU12354,18883,1
7/1/2020,Jakarta,SKU12354,19518.2,1
8/1/2020,Jakarta,SKU12354,21913.3,1
9/1/2020,Jakarta,SKU12354,20155.8,1
10/1/2020,Jakarta,SKU12354,20598.6,1
11/1/2020,Jakarta,SKU12354,20698.6,1
12/1/2020,Jakarta,SKU12354,15075.4,1
1/1/2021,Jakarta,SKU12354,16597.5,1
2/1/2021,Jakarta,SKU12354,17476.7,1
3/1/2021,Jakarta,SKU12354,20220.6,1
4/1/2021,Jakarta,SKU12354,17720.3,1
5/1/2021,Jakarta,SKU12354,15719.5,1
6/1/2021,Jakarta,SKU12354,18135.8,1
7/1/2021,Jakarta,SKU12354,16514,1
8/1/2021,Jakarta,SKU12354,17374,1
9/1/2021,Jakarta,SKU12354,18992,1
10/1/2021,Jakarta,SKU12354,18026.3,1
11/1/2021,Jakarta,SKU12354,21358.9,1
12/1/2021,Jakarta,SKU12354,22484.1,1
1/1/2022,Jakarta,SKU12354,22281.1,1
1/1/2019,Jakarta,SKU12354,12345.8,0
2/1/2019,Jakarta,SKU12354,11271.8,0
3/1/2019,Jakarta,SKU12354,12227.2,0
4/1/2019,Jakarta,SKU12354,11798.2,0
5/1/2019,Jakarta,SKU12354,12305.8,0
6/1/2019,Jakarta,SKU12354,11505.5,0
7/1/2019,Jakarta,SKU12354,12543.7,0
8/1/2019,Jakarta,SKU12354,10684.1,0
9/1/2019,Jakarta,SKU12354,10217.6,0
10/1/2019,Jakarta,SKU12354,14350.8,0
11/1/2019,Jakarta,SKU12354,14473.6,0
12/1/2019,Jakarta,SKU12354,14949.3,0
1/1/2020,Jakarta,SKU12354,14769.2,0
2/1/2020,Jakarta,SKU12354,15385.9,0
3/1/2020,Jakarta,SKU12354,13520.8,0
4/1/2020,Jakarta,SKU12354,12018,1
5/1/2020,Jakarta,SKU12354,9308.1,1
6/1/2020,Jakarta,SKU12354,9866.5,1
7/1/2020,Jakarta,SKU12354,9342.8,1
8/1/2020,Jakarta,SKU12354,10550.6,1
9/1/2020,Jakarta,SKU12354,9765.1,1
10/1/2020,Jakarta,SKU12354,7541.2,1
11/1/2020,Jakarta,SKU12354,9369.5,1
12/1/2020,Jakarta,SKU12354,9649.4,1
1/1/2021,Jakarta,SKU12354,9408.2,1
2/1/2021,Jakarta,SKU12354,8706,1
3/1/2021,Jakarta,SKU12354,9244.4,1
4/1/2021,Jakarta,SKU12354,9469.7,1
5/1/2021,Jakarta,SKU12354,10229.2,1
6/1/2021,Jakarta,SKU12354,11312,1
7/1/2021,Jakarta,SKU12354,9967.5,1
8/1/2021,Jakarta,SKU12354,10609.8,1
9/1/2021,Jakarta,SKU12354,12233.2,1
10/1/2021,Jakarta,SKU12354,11848.7,1
11/1/2021,Jakarta,SKU12354,12432.5,1
12/1/2021,Jakarta,SKU12354,9645.9,1
1/1/2022,Jakarta,SKU12354,11104.2,1
1/1/2019,Jakarta,SKU12354,3673.8,0
2/1/2019,Jakarta,SKU12354,3850.4,0
3/1/2019,Jakarta,SKU12354,5839.6,0
4/1/2019,Jakarta,SKU12354,5992.7,0
5/1/2019,Jakarta,SKU12354,5879,0
6/1/2019,Jakarta,SKU12354,5152.5,0
7/1/2019,Jakarta,SKU12354,5891.5,0
8/1/2019,Jakarta,SKU12354,6142.4,0
9/1/2019,Jakarta,SKU12354,6419.8,0
10/1/2019,Jakarta,SKU12354,6229,0
11/1/2019,Jakarta,SKU12354,5619.8,0
12/1/2019,Jakarta,SKU12354,6404.1,0
1/1/2020,Jakarta,SKU12354,6932.1,0
2/1/2020,Jakarta,SKU12354,6829.8,0
3/1/2020,Jakarta,SKU12354,6449.8,0
4/1/2020,Jakarta,SKU12354,7505.8,1
5/1/2020,Jakarta,SKU12354,5299.2,1
6/1/2020,Jakarta,SKU12354,5513.1,1
7/1/2020,Jakarta,SKU12354,5923.3,1
8/1/2020,Jakarta,SKU12354,4849.6,1
9/1/2020,Jakarta,SKU12354,6361.5,1
10/1/2020,Jakarta,SKU12354,4536.4,1
11/1/2020,Jakarta,SKU12354,5552,1
12/1/2020,Jakarta,SKU12354,5369.8,1
1/1/2021,Jakarta,SKU12354,5181,1
2/1/2021,Jakarta,SKU12354,4360.2,1
3/1/2021,Jakarta,SKU12354,4581.2,1
4/1/2021,Jakarta,SKU12354,4603.6,1
5/1/2021,Jakarta,SKU12354,5273.7,1
6/1/2021,Jakarta,SKU12354,5776.5,1
7/1/2021,Jakarta,SKU12354,3785.6,1
8/1/2021,Jakarta,SKU12354,6368.3,1
9/1/2021,Jakarta,SKU12354,9329.1,1
10/1/2021,Jakarta,SKU12354,7793,1
11/1/2021,Jakarta,SKU12354,6283.2,1
12/1/2021,Jakarta,SKU12354,6312.2,1
1/1/2022,Jakarta,SKU12354,6635.8,1
1/1/2019,Jakarta,sku6543,4845.9,0
2/1/2019,Jakarta,sku6543,4594.6,0
3/1/2019,Jakarta,sku6543,4841.9,0
4/1/2019,Jakarta,sku6543,7486,0
5/1/2019,Jakarta,sku6543,7561.8,0
6/1/2019,Jakarta,sku6543,6260.3,0
7/1/2019,Jakarta,sku6543,9207.6,0
8/1/2019,Jakarta,sku6543,8836.2,0
9/1/2019,Jakarta,sku6543,9127.1,0
10/1/2019,Jakarta,sku6543,11392.5,0
11/1/2019,Jakarta,sku6543,13956.1,0
12/1/2019,Jakarta,sku6543,13871.7,0
1/1/2020,Jakarta,sku6543,11610.7,0
2/1/2020,Jakarta,sku6543,12576.6,0
3/1/2020,Jakarta,sku6543,14581.5,0
4/1/2020,Jakarta,sku6543,9381.3,1
5/1/2020,Jakarta,sku6543,7745.4,1
6/1/2020,Jakarta,sku6543,10504.4,1
7/1/2020,Jakarta,sku6543,12424,1
8/1/2020,Jakarta,sku6543,10205.8,1
9/1/2020,Jakarta,sku6543,12109.3,1
10/1/2020,Jakarta,sku6543,14495,1
11/1/2020,Jakarta,sku6543,12094.1,1
12/1/2020,Jakarta,sku6543,10428.2,1
1/1/2021,Jakarta,sku6543,12675.1,1
2/1/2021,Jakarta,sku6543,12301.9,1
3/1/2021,Jakarta,sku6543,12919,1
4/1/2021,Jakarta,sku6543,13026.8,1
5/1/2021,Jakarta,sku6543,12885.8,1
6/1/2021,Jakarta,sku6543,14554.5,1
7/1/2021,Jakarta,sku6543,16082.9,1
8/1/2021,Jakarta,sku6543,15944.1,1
9/1/2021,Jakarta,sku6543,16261.3,1
10/1/2021,Jakarta,sku6543,12985,1
11/1/2021,Jakarta,sku6543,10033.6,1
12/1/2021,Jakarta,sku6543,6128.9,1
1/1/2022,Jakarta,sku6543,6893.7,1
1/1/2019,Jakarta,sku43,8477.5,0
2/1/2019,Jakarta,sku43,6550.2,0
3/1/2019,Jakarta,sku43,7744,0
4/1/2019,Jakarta,sku43,7334.9,0
5/1/2019,Jakarta,sku43,5820.4,0
6/1/2019,Jakarta,sku43,5778.6,0
7/1/2019,Jakarta,sku43,7562,0
8/1/2019,Jakarta,sku43,7706.1,0
9/1/2019,Jakarta,sku43,7637.3,0
10/1/2019,Jakarta,sku43,8348.9,0
11/1/2019,Jakarta,sku43,7667.1,0
12/1/2019,Jakarta,sku43,7917.1,0
1/1/2020,Jakarta,sku43,8258.9,0
2/1/2020,Jakarta,sku43,6710.5,0
3/1/2020,Jakarta,sku43,6974.6,0
4/1/2020,Jakarta,sku43,7353.9,1
5/1/2020,Jakarta,sku43,5321.7,1
6/1/2020,Jakarta,sku43,5599,1
7/1/2020,Jakarta,sku43,6721.1,1
8/1/2020,Jakarta,sku43,6484.5,1
9/1/2020,Jakarta,sku43,6717.6,1
10/1/2020,Jakarta,sku43,5577.5,1
11/1/2020,Jakarta,sku43,5258,1
12/1/2020,Jakarta,sku43,4647.3,1
1/1/2021,Jakarta,sku43,5166.2,1
2/1/2021,Jakarta,sku43,4431.7,1
3/1/2021,Jakarta,sku43,5630.8,1
4/1/2021,Jakarta,sku43,5162.3,1
5/1/2021,Jakarta,sku43,5933.8,1
6/1/2021,Jakarta,sku43,6078.3,1
7/1/2021,Jakarta,sku43,6111.3,1
8/1/2021,Jakarta,sku43,7169.4,1
9/1/2021,Jakarta,sku43,6968.9,1
10/1/2021,Jakarta,sku43,7327.9,1
11/1/2021,Jakarta,sku43,8771,1
12/1/2021,Jakarta,sku43,9162.1,1
1/1/2022,Jakarta,sku43,8810.1,1
1/1/2019,Jakarta,sku788,10333.1,0
2/1/2019,Jakarta,sku788,8460,0
3/1/2019,Jakarta,sku788,10566.3,0
4/1/2019,Jakarta,sku788,11264.7,0
5/1/2019,Jakarta,sku788,10678.3,0
6/1/2019,Jakarta,sku788,11914.3,0
7/1/2019,Jakarta,sku788,12012.7,0
8/1/2019,Jakarta,sku788,10841.4,0
9/1/2019,Jakarta,sku788,10674.1,0
10/1/2019,Jakarta,sku788,10964.5,0
11/1/2019,Jakarta,sku788,11078,0
12/1/2019,Jakarta,sku788,10891.4,0
1/1/2020,Jakarta,sku788,10264.2,0
2/1/2020,Jakarta,sku788,9308.3,0
3/1/2020,Jakarta,sku788,10427,0
4/1/2020,Jakarta,sku788,7079.6,1
5/1/2020,Jakarta,sku788,6341.3,1
6/1/2020,Jakarta,sku788,7179.6,1
7/1/2020,Jakarta,sku788,8063.4,1
8/1/2020,Jakarta,sku788,8210.6,1
9/1/2020,Jakarta,sku788,8497.6,1
10/1/2020,Jakarta,sku788,8420.4,1
11/1/2020,Jakarta,sku788,7953.4,1
12/1/2020,Jakarta,sku788,8012.9,1
1/1/2021,Jakarta,sku788,7071.9,1
2/1/2021,Jakarta,sku788,5770.4,1
3/1/2021,Jakarta,sku788,6785.6,1
4/1/2021,Jakarta,sku788,7355,1
5/1/2021,Jakarta,sku788,7381.8,1
6/1/2021,Jakarta,sku788,8079.8,1
7/1/2021,Jakarta,sku788,7129.5,1
8/1/2021,Jakarta,sku788,7348.5,1
9/1/2021,Jakarta,sku788,6883.5,1
10/1/2021,Jakarta,sku788,7839.2,1
11/1/2021,Jakarta,sku788,7412.7,1
12/1/2021,Jakarta,sku788,7913.2,1
1/1/2022,Jakarta,sku788,7547.1,1
1/1/2019,Jakarta,sku6544,9356.8,0
2/1/2019,Jakarta,sku6544,7761.6,0
3/1/2019,Jakarta,sku6544,8392.9,0
4/1/2019,Jakarta,sku6544,9792.8,0
5/1/2019,Jakarta,sku6544,10251.4,0
6/1/2019,Jakarta,sku6544,10510.9,0
7/1/2019,Jakarta,sku6544,10622.5,0
8/1/2019,Jakarta,sku6544,9951.8,0
9/1/2019,Jakarta,sku6544,8914.7,0
10/1/2019,Jakarta,sku6544,10254.9,0
11/1/2019,Jakarta,sku6544,10218.2,0
12/1/2019,Jakarta,sku6544,10139,0
1/1/2020,Jakarta,sku6544,9952.9,0
2/1/2020,Jakarta,sku6544,8519,0
3/1/2020,Jakarta,sku6544,9546.8,0
4/1/2020,Jakarta,sku6544,6668.2,1
5/1/2020,Jakarta,sku6544,4246.4,1
6/1/2020,Jakarta,sku6544,5385.5,1
7/1/2020,Jakarta,sku6544,4915.3,1
8/1/2020,Jakarta,sku6544,4845.4,1
9/1/2020,Jakarta,sku6544,4672.4,1
10/1/2020,Jakarta,sku6544,4349.9,1
11/1/2020,Jakarta,sku6544,4903.1,1
12/1/2020,Jakarta,sku6544,5331.3,1
1/1/2021,Jakarta,sku6544,4554.7,1
2/1/2021,Jakarta,sku6544,4354.6,1
3/1/2021,Jakarta,sku6544,4890.1,1
4/1/2021,Jakarta,sku6544,5206.8,1
5/1/2021,Jakarta,sku6544,5983.7,1
6/1/2021,Jakarta,sku6544,5953,1
7/1/2021,Jakarta,sku6544,4168.5,1
8/1/2021,Jakarta,sku6544,5321.9,1
9/1/2021,Jakarta,sku6544,6036.4,1
10/1/2021,Jakarta,sku6544,6338.1,1
11/1/2021,Jakarta,sku6544,6930,1
12/1/2021,Jakarta,sku6544,6929.8,1
1/1/2022,Jakarta,sku6544,6425.3,1
1/1/2019,Sumatera,sku 141,253622.5,0
2/1/2019,Sumatera,sku 141,212761.2,0
3/1/2019,Sumatera,sku 141,242900.8,0
4/1/2019,Sumatera,sku 141,242695.2,0
5/1/2019,Sumatera,sku 141,245835,0
6/1/2019,Sumatera,sku 141,254786.2,0
7/1/2019,Sumatera,sku 141,261458.5,0
8/1/2019,Sumatera,sku 141,250009.9,0
9/1/2019,Sumatera,sku 141,238145.3,0
10/1/2019,Sumatera,sku 141,236716.5,0
11/1/2019,Sumatera,sku 141,236305.1,0
12/1/2019,Sumatera,sku 141,231176.2,0
1/1/2020,Sumatera,sku 141,247088,0
2/1/2020,Sumatera,sku 141,225001.9,0
3/1/2020,Sumatera,sku 141,239916.1,0
4/1/2020,Sumatera,sku 141,212478.7,1
5/1/2020,Sumatera,sku 141,167534,1
6/1/2020,Sumatera,sku 141,193241.4,1
7/1/2020,Sumatera,sku 141,189636.6,1
8/1/2020,Sumatera,sku 141,215477.7,1
9/1/2020,Sumatera,sku 141,209604,1
10/1/2020,Sumatera,sku 141,203470.1,1
11/1/2020,Sumatera,sku 141,212237.7,1
12/1/2020,Sumatera,sku 141,227307.9,1
1/1/2021,Sumatera,sku 141,228599.2,1
2/1/2021,Sumatera,sku 141,212533.7,1
3/1/2021,Sumatera,sku 141,233412.6,1
4/1/2021,Sumatera,sku 141,226168.1,1
5/1/2021,Sumatera,sku 141,224793.6,1
6/1/2021,Sumatera,sku 141,243097.4,1
7/1/2021,Sumatera,sku 141,237342.4,1
8/1/2021,Sumatera,sku 141,240508.3,1
9/1/2021,Sumatera,sku 141,240809.7,1
10/1/2021,Sumatera,sku 141,265923.8,1
11/1/2021,Sumatera,sku 141,261184.5,1
12/1/2021,Sumatera,sku 141,273213.8,1
1/1/2022,Sumatera,sku 141,285178,1
1/1/2019,Sumatera,sku 341,120041,0
2/1/2019,Sumatera,sku 341,103517.4,0
3/1/2019,Sumatera,sku 341,110369.4,0
4/1/2019,Sumatera,sku 341,111078.7,0
5/1/2019,Sumatera,sku 341,115806.1,0
6/1/2019,Sumatera,sku 341,123943.4,0
7/1/2019,Sumatera,sku 341,128431,0
8/1/2019,Sumatera,sku 341,126660.2,0
9/1/2019,Sumatera,sku 341,113213.2,0
10/1/2019,Sumatera,sku 341,112832.3,0
11/1/2019,Sumatera,sku 341,112529.9,0
12/1/2019,Sumatera,sku 341,110726.6,0
1/1/2020,Sumatera,sku 341,122499.7,0
2/1/2020,Sumatera,sku 341,108857.3,0
3/1/2020,Sumatera,sku 341,116529.5,0
4/1/2020,Sumatera,sku 341,102730.8,1
5/1/2020,Sumatera,sku 341,80150.3,1
6/1/2020,Sumatera,sku 341,90457.3,1
7/1/2020,Sumatera,sku 341,90755.3,1
8/1/2020,Sumatera,sku 341,107071.5,1
9/1/2020,Sumatera,sku 341,105035.1,1
10/1/2020,Sumatera,sku 341,98164.4,1
11/1/2020,Sumatera,sku 341,100774.3,1
12/1/2020,Sumatera,sku 341,103757.8,1
1/1/2021,Sumatera,sku 341,106796.6,1
2/1/2021,Sumatera,sku 341,97048.9,1
3/1/2021,Sumatera,sku 341,107603.4,1
4/1/2021,Sumatera,sku 341,102153.9,1
5/1/2021,Sumatera,sku 341,101915.4,1
6/1/2021,Sumatera,sku 341,112006.5,1
7/1/2021,Sumatera,sku 341,109043.7,1
8/1/2021,Sumatera,sku 341,111253.5,1
9/1/2021,Sumatera,sku 341,107108.8,1
10/1/2021,Sumatera,sku 341,115687.5,1
11/1/2021,Sumatera,sku 341,110412,1
12/1/2021,Sumatera,sku 341,113968.2,1
1/1/2022,Sumatera,sku 341,120735.4,1
1/1/2019,Sumatera,sku87,1623.4,0
2/1/2019,Sumatera,sku87,1272.1,0
3/1/2019,Sumatera,sku87,1410.2,0
4/1/2019,Sumatera,sku87,2133.9,0
5/1/2019,Sumatera,sku87,1812.1,0
6/1/2019,Sumatera,sku87,2039.1,0
7/1/2019,Sumatera,sku87,1872,0
8/1/2019,Sumatera,sku87,1449.3,0
9/1/2019,Sumatera,sku87,1471.1,0
10/1/2019,Sumatera,sku87,1574.5,0
11/1/2019,Sumatera,sku87,1572.1,0
12/1/2019,Sumatera,sku87,1498.8,0
1/1/2020,Sumatera,sku87,1625,0
2/1/2020,Sumatera,sku87,1678,0
3/1/2020,Sumatera,sku87,1719.5,0
4/1/2020,Sumatera,sku87,1273,1
5/1/2020,Sumatera,sku87,1040.3,1
6/1/2020,Sumatera,sku87,1019,1
7/1/2020,Sumatera,sku87,1049.2,1
8/1/2020,Sumatera,sku87,1233.6,1
9/1/2020,Sumatera,sku87,1277.9,1
10/1/2020,Sumatera,sku87,1338.2,1
11/1/2020,Sumatera,sku87,1656.9,1
12/1/2020,Sumatera,sku87,1997.4,1
1/1/2021,Sumatera,sku87,2118,1
2/1/2021,Sumatera,sku87,1491.4,1
3/1/2021,Sumatera,sku87,2155.7,1
4/1/2021,Sumatera,sku87,1774.2,1
5/1/2021,Sumatera,sku87,1736.6,1
6/1/2021,Sumatera,sku87,2204.5,1
7/1/2021,Sumatera,sku87,2964.4,1
8/1/2021,Sumatera,sku87,3567.4,1
9/1/2021,Sumatera,sku87,3176.6,1
10/1/2021,Sumatera,sku87,3748.9,1
11/1/2021,Sumatera,sku87,3520.5,1
12/1/2021,Sumatera,sku87,3519.8,1
1/1/2022,Sumatera,sku87,3422.6,1
1/1/2019,Sumatera,sku12,1623.4,0
2/1/2019,Sumatera,sku12,1272.1,0
3/1/2019,Sumatera,sku12,1410.2,0
4/1/2019,Sumatera,sku12,2133.9,0
5/1/2019,Sumatera,sku12,1812.1,0
6/1/2019,Sumatera,sku12,2039.1,0
7/1/2019,Sumatera,sku12,1872,0
8/1/2019,Sumatera,sku12,1449.3,0
9/1/2019,Sumatera,sku12,1471.1,0
10/1/2019,Sumatera,sku12,1574.5,0
11/1/2019,Sumatera,sku12,1572.1,0
12/1/2019,Sumatera,sku12,1498.8,0
1/1/2020,Sumatera,sku12,1625,0
2/1/2020,Sumatera,sku12,1678,0
3/1/2020,Sumatera,sku12,1719.5,0
4/1/2020,Sumatera,sku12,1273,1
5/1/2020,Sumatera,sku12,1040.3,1
6/1/2020,Sumatera,sku12,1019,1
7/1/2020,Sumatera,sku12,1049.2,1
8/1/2020,Sumatera,sku12,1228.2,1
9/1/2020,Sumatera,sku12,1185.4,1
10/1/2020,Sumatera,sku12,1145.8,1
11/1/2020,Sumatera,sku12,1473.4,1
12/1/2020,Sumatera,sku12,1870.3,1
1/1/2021,Sumatera,sku12,1924.9,1
2/1/2021,Sumatera,sku12,1441.3,1
3/1/2021,Sumatera,sku12,2155.7,1
4/1/2021,Sumatera,sku12,1774.2,1
5/1/2021,Sumatera,sku12,1736.6,1
6/1/2021,Sumatera,sku12,2187.5,1
7/1/2021,Sumatera,sku12,2858,1
8/1/2021,Sumatera,sku12,3295.4,1
9/1/2021,Sumatera,sku12,3056.1,1
10/1/2021,Sumatera,sku12,3502.6,1
11/1/2021,Sumatera,sku12,3295.1,1
12/1/2021,Sumatera,sku12,3391.2,1
1/1/2022,Sumatera,sku12,3286.1,1
1/1/2019,Sumatera,sku555,NA,0
2/1/2019,Sumatera,sku555,NA,0
3/1/2019,Sumatera,sku555,NA,0
4/1/2019,Sumatera,sku555,NA,0
5/1/2019,Sumatera,sku555,NA,0
6/1/2019,Sumatera,sku555,NA,0
7/1/2019,Sumatera,sku555,NA,0
8/1/2019,Sumatera,sku555,NA,0
9/1/2019,Sumatera,sku555,NA,0
10/1/2019,Sumatera,sku555,NA,0
11/1/2019,Sumatera,sku555,NA,0
12/1/2019,Sumatera,sku555,NA,0
1/1/2020,Sumatera,sku555,NA,0
2/1/2020,Sumatera,sku555,NA,0
3/1/2020,Sumatera,sku555,NA,0
4/1/2020,Sumatera,sku555,NA,1
5/1/2020,Sumatera,sku555,NA,1
6/1/2020,Sumatera,sku555,NA,1
7/1/2020,Sumatera,sku555,NA,1
8/1/2020,Sumatera,sku555,5.3,1
9/1/2020,Sumatera,sku555,92.5,1
10/1/2020,Sumatera,sku555,192.4,1
11/1/2020,Sumatera,sku555,183.4,1
12/1/2020,Sumatera,sku555,127,1
1/1/2021,Sumatera,sku555,193.1,1
2/1/2021,Sumatera,sku555,50.1,1
3/1/2021,Sumatera,sku555,NA,1
4/1/2021,Sumatera,sku555,NA,1
5/1/2021,Sumatera,sku555,NA,1
6/1/2021,Sumatera,sku555,17.1,1
7/1/2021,Sumatera,sku555,106.4,1
8/1/2021,Sumatera,sku555,272,1
9/1/2021,Sumatera,sku555,120.5,1
10/1/2021,Sumatera,sku555,246.3,1
11/1/2021,Sumatera,sku555,225.4,1
12/1/2021,Sumatera,sku555,128.6,1
1/1/2022,Sumatera,sku555,136.5,1
1/1/2019,Sumatera,sku76,19602.3,0
2/1/2019,Sumatera,sku76,16132.4,0
3/1/2019,Sumatera,sku76,20161.5,0
4/1/2019,Sumatera,sku76,20419.5,0
5/1/2019,Sumatera,sku76,20059.3,0
6/1/2019,Sumatera,sku76,19205.4,0
7/1/2019,Sumatera,sku76,20206,0
8/1/2019,Sumatera,sku76,18618,0
9/1/2019,Sumatera,sku76,19342.2,0
10/1/2019,Sumatera,sku76,20564.4,0
11/1/2019,Sumatera,sku76,21026.9,0
12/1/2019,Sumatera,sku76,20480.9,0
1/1/2020,Sumatera,sku76,23643.4,0
2/1/2020,Sumatera,sku76,22238.3,0
3/1/2020,Sumatera,sku76,23000.6,0
4/1/2020,Sumatera,sku76,18720.9,1
5/1/2020,Sumatera,sku76,15348.9,1
6/1/2020,Sumatera,sku76,17666.4,1
7/1/2020,Sumatera,sku76,17271.5,1
8/1/2020,Sumatera,sku76,19323.5,1
9/1/2020,Sumatera,sku76,19774.4,1
10/1/2020,Sumatera,sku76,19493.8,1
11/1/2020,Sumatera,sku76,21684.2,1
12/1/2020,Sumatera,sku76,25275.4,1
1/1/2021,Sumatera,sku76,25099.3,1
2/1/2021,Sumatera,sku76,24176.7,1
3/1/2021,Sumatera,sku76,27241.5,1
4/1/2021,Sumatera,sku76,28340,1
5/1/2021,Sumatera,sku76,27116.5,1
6/1/2021,Sumatera,sku76,30656.6,1
7/1/2021,Sumatera,sku76,27690.2,1
8/1/2021,Sumatera,sku76,27719.8,1
9/1/2021,Sumatera,sku76,28365,1
10/1/2021,Sumatera,sku76,30956.2,1
11/1/2021,Sumatera,sku76,29983.5,1
12/1/2021,Sumatera,sku76,34269.2,1
1/1/2022,Sumatera,sku76,32030.9,1
1/1/2019,Sumatera,SKU12354,10466.4,0
2/1/2019,Sumatera,SKU12354,6476.1,0
3/1/2019,Sumatera,SKU12354,10274.2,0
4/1/2019,Sumatera,SKU12354,9478.9,0
5/1/2019,Sumatera,SKU12354,10423.8,0
6/1/2019,Sumatera,SKU12354,11199,0
7/1/2019,Sumatera,SKU12354,10869.4,0
8/1/2019,Sumatera,SKU12354,10228.9,0
9/1/2019,Sumatera,SKU12354,11306.7,0
10/1/2019,Sumatera,SKU12354,10532.2,0
11/1/2019,Sumatera,SKU12354,10574.6,0
12/1/2019,Sumatera,SKU12354,7477,0
1/1/2020,Sumatera,SKU12354,7663.7,0
2/1/2020,Sumatera,SKU12354,9927.5,0
3/1/2020,Sumatera,SKU12354,9507.6,0
4/1/2020,Sumatera,SKU12354,8643.7,1
5/1/2020,Sumatera,SKU12354,7474.4,1
6/1/2020,Sumatera,SKU12354,8248.5,1
7/1/2020,Sumatera,SKU12354,8601.3,1
8/1/2020,Sumatera,SKU12354,8708.2,1
9/1/2020,Sumatera,SKU12354,8612.2,1
10/1/2020,Sumatera,SKU12354,8588,1
11/1/2020,Sumatera,SKU12354,8179,1
12/1/2020,Sumatera,SKU12354,8909.7,1
1/1/2021,Sumatera,SKU12354,8963.6,1
2/1/2021,Sumatera,SKU12354,8943.8,1
3/1/2021,Sumatera,SKU12354,9324.7,1
4/1/2021,Sumatera,SKU12354,8769.4,1
5/1/2021,Sumatera,SKU12354,7644.3,1
6/1/2021,Sumatera,SKU12354,8472.1,1
7/1/2021,Sumatera,SKU12354,7204.5,1
8/1/2021,Sumatera,SKU12354,6710,1
9/1/2021,Sumatera,SKU12354,7757.8,1
10/1/2021,Sumatera,SKU12354,8294.8,1
11/1/2021,Sumatera,SKU12354,7530.8,1
12/1/2021,Sumatera,SKU12354,7937.6,1
1/1/2022,Sumatera,SKU12354,8271.8,1
1/1/2019,Sumatera,SKU12354,2687.1,0
2/1/2019,Sumatera,SKU12354,2212.7,0
3/1/2019,Sumatera,SKU12354,2864.5,0
4/1/2019,Sumatera,SKU12354,2777.1,0
5/1/2019,Sumatera,SKU12354,3500.1,0
6/1/2019,Sumatera,SKU12354,3203.5,0
7/1/2019,Sumatera,SKU12354,3915.4,0
8/1/2019,Sumatera,SKU12354,3877.7,0
9/1/2019,Sumatera,SKU12354,3742.5,0
10/1/2019,Sumatera,SKU12354,3263.5,0
11/1/2019,Sumatera,SKU12354,3278.2,0
12/1/2019,Sumatera,SKU12354,3109.3,0
1/1/2020,Sumatera,SKU12354,3320.7,0
