period,region,sku,sales amount,pandemic
11/1/2021,Java,sku 141,982048.9,1
12/1/2021,Java,sku 141,982288.4,1
1/1/2022,Java,sku 141,1003799.8,1
1/1/2019,Java,sku 341,466475.6,0
2/1/2019,Java,sku 341,384376.5,0
3/1/2019,Java,sku 341,446095.7,0
4/1/2019,Java,sku 341,451955.4,0
5/1/2019,Java,sku 341,476837.2,0
6/1/2019,Java,sku 341,514338.2,0
7/1/2019,Java,sku 341,514695.6,0
8/1/2019,Java,sku 341,490065.9,0
9/1/2019,Java,sku 341,463446.5,0
10/1/2019,Java,sku 341,534161.3,0
11/1/2019,Java,sku 341,510113,0
12/1/2019,Java,sku 341,530379.4,0
1/1/2020,Java,sku 341,496199.2,0
2/1/2020,Java,sku 341,449372,0
3/1/2020,Java,sku 341,450950.3,0
4/1/2020,Java,sku 341,339993.7,1
5/1/2020,Java,sku 341,265599.9,1
6/1/2020,Java,sku 341,318767.8,1
7/1/2020,Java,sku 341,339108.1,1
8/1/2020,Java,sku 341,376837.7,1
9/1/2020,Java,sku 341,377579.4,1
10/1/2020,Java,sku 341,381026.8,1
11/1/2020,Java,sku 341,395904.3,1
12/1/2020,Java,sku 341,386021.5,1
1/1/2021,Java,sku 341,369592.9,1
2/1/2021,Java,sku 341,323443.5,1
3/1/2021,Java,sku 341,364849.7,1
4/1/2021,Java,sku 341,362278.3,1
5/1/2021,Java,sku 341,377471.8,1
6/1/2021,Java,sku 341,410609.1,1
7/1/2021,Java,sku 341,356901,1
8/1/2021,Java,sku 341,358366.9,1
9/1/2021,Java,sku 341,396168.9,1
10/1/2021,Java,sku 341,421633.1,1
11/1/2021,Java,sku 341,440229.5,1
12/1/2021,Java,sku 341,432531.7,1
1/1/2022,Java,sku 341,451647.4,1
1/1/2019,Java,sku87,56294.7,0
2/1/2019,Java,sku87,48001.9,0
3/1/2019,Java,sku87,56449.3,0
4/1/2019,Java,sku87,53857.8,0
5/1/2019,Java,sku87,57154.8,0
6/1/2019,Java,sku87,58010.3,0
7/1/2019,Java,sku87,55402.7,0
8/1/2019,Java,sku87,54214.7,0
9/1/2019,Java,sku87,57735.7,0
10/1/2019,Java,sku87,56482.8,0
11/1/2019,Java,sku87,56220.5,0
12/1/2019,Java,sku87,58612.2,0
1/1/2020,Java,sku87,56492.5,0
2/1/2020,Java,sku87,52035.2,0
3/1/2020,Java,sku87,52875.7,0
4/1/2020,Java,sku87,37195.3,1
5/1/2020,Java,sku87,29575.2,1
6/1/2020,Java,sku87,31387.9,1
7/1/2020,Java,sku87,30961,1
8/1/2020,Java,sku87,34741.2,1
9/1/2020,Java,sku87,40192.8,1
10/1/2020,Java,sku87,42904.7,1
11/1/2020,Java,sku87,39494.4,1
12/1/2020,Java,sku87,43485.7,1
1/1/2021,Java,sku87,41984.9,1
2/1/2021,Java,sku87,39146.6,1
3/1/2021,Java,sku87,46099.2,1
4/1/2021,Java,sku87,43190.6,1
5/1/2021,Java,sku87,42523.4,1
6/1/2021,Java,sku87,44299,1
7/1/2021,Java,sku87,40978,1
8/1/2021,Java,sku87,44168.5,1
9/1/2021,Java,sku87,54329.2,1
10/1/2021,Java,sku87,58459.7,1
11/1/2021,Java,sku87,62742.9,1
12/1/2021,Java,sku87,63743.9,1
1/1/2022,Java,sku87,62381.7,1
1/1/2019,Java,sku12,56294.7,0
2/1/2019,Java,sku12,48001.9,0
3/1/2019,Java,sku12,56449.3,0
4/1/2019,Java,sku12,53857.8,0
5/1/2019,Java,sku12,57154.8,0
6/1/2019,Java,sku12,58010.3,0
7/1/2019,Java,sku12,55402.7,0
8/1/2019,Java,sku12,54214.7,0
9/1/2019,Java,sku12,57735.7,0
10/1/2019,Java,sku12,56482.8,0
11/1/2019,Java,sku12,56220.5,0
12/1/2019,Java,sku12,58612.2,0
1/1/2020,Java,sku12,56492.5,0
2/1/2020,Java,sku12,52035.2,0
3/1/2020,Java,sku12,52875.7,0
4/1/2020,Java,sku12,37195.3,1
5/1/2020,Java,sku12,29575.2,1
6/1/2020,Java,sku12,31387.9,1
7/1/2020,Java,sku12,30961,1
8/1/2020,Java,sku12,34690.8,1
9/1/2020,Java,sku12,39468.4,1
10/1/2020,Java,sku12,41633.3,1
11/1/2020,Java,sku12,38324.2,1
12/1/2020,Java,sku12,42746.7,1
1/1/2021,Java,sku12,40870.1,1
2/1/2021,Java,sku12,38853,1
3/1/2021,Java,sku12,46099.2,1
4/1/2021,Java,sku12,43190.6,1
5/1/2021,Java,sku12,42523.4,1
6/1/2021,Java,sku12,44078.3,1
7/1/2021,Java,sku12,40360.1,1
8/1/2021,Java,sku12,43169.8,1
9/1/2021,Java,sku12,53435.1,1
10/1/2021,Java,sku12,57231.3,1
11/1/2021,Java,sku12,61788,1
12/1/2021,Java,sku12,63002.2,1
1/1/2022,Java,sku12,61448.9,1
1/1/2019,Java,sku555,NA,0
2/1/2019,Java,sku555,NA,0
3/1/2019,Java,sku555,NA,0
4/1/2019,Java,sku555,NA,0
5/1/2019,Java,sku555,NA,0
6/1/2019,Java,sku555,NA,0
7/1/2019,Java,sku555,NA,0
8/1/2019,Java,sku555,NA,0
9/1/2019,Java,sku555,NA,0
10/1/2019,Java,sku555,NA,0
11/1/2019,Java,sku555,NA,0
12/1/2019,Java,sku555,NA,0
1/1/2020,Java,sku555,NA,0
2/1/2020,Java,sku555,NA,0
3/1/2020,Java,sku555,NA,0
4/1/2020,Java,sku555,NA,1
5/1/2020,Java,sku555,NA,1
6/1/2020,Java,sku555,NA,1
7/1/2020,Java,sku555,NA,1
8/1/2020,Java,sku555,50.4,1
9/1/2020,Java,sku555,724.3,1
10/1/2020,Java,sku555,1271.3,1
11/1/2020,Java,sku555,1170.2,1
12/1/2020,Java,sku555,738.9,1
1/1/2021,Java,sku555,1114.7,1
2/1/2021,Java,sku555,293.6,1
3/1/2021,Java,sku555,NA,1
4/1/2021,Java,sku555,NA,1
5/1/2021,Java,sku555,NA,1
6/1/2021,Java,sku555,220.7,1
7/1/2021,Java,sku555,617.9,1
8/1/2021,Java,sku555,998.7,1
9/1/2021,Java,sku555,894.1,1
10/1/2021,Java,sku555,1228.4,1
11/1/2021,Java,sku555,954.9,1
12/1/2021,Java,sku555,741.6,1
1/1/2022,Java,sku555,932.8,1
1/1/2019,Java,sku76,93337.4,0
2/1/2019,Java,sku76,78185.2,0
3/1/2019,Java,sku76,86166.7,0
4/1/2019,Java,sku76,86823.8,0
5/1/2019,Java,sku76,90934.6,0
6/1/2019,Java,sku76,93666.9,0
7/1/2019,Java,sku76,89049.6,0
8/1/2019,Java,sku76,90000.6,0
9/1/2019,Java,sku76,91821.3,0
10/1/2019,Java,sku76,110439.7,0
11/1/2019,Java,sku76,116561.3,0
12/1/2019,Java,sku76,126039.3,0
1/1/2020,Java,sku76,123177.5,0
2/1/2020,Java,sku76,112449.6,0
3/1/2020,Java,sku76,115464.7,0
4/1/2020,Java,sku76,84538.3,1
5/1/2020,Java,sku76,64540.4,1
6/1/2020,Java,sku76,74509,1
7/1/2020,Java,sku76,77267.8,1
8/1/2020,Java,sku76,84392,1
9/1/2020,Java,sku76,91454.2,1
10/1/2020,Java,sku76,91652.1,1
11/1/2020,Java,sku76,99632.1,1
12/1/2020,Java,sku76,117387.5,1
1/1/2021,Java,sku76,108137.4,1
2/1/2021,Java,sku76,99541.5,1
3/1/2021,Java,sku76,115443,1
4/1/2021,Java,sku76,119874.3,1
5/1/2021,Java,sku76,125582.6,1
6/1/2021,Java,sku76,131832.1,1
7/1/2021,Java,sku76,104813.3,1
8/1/2021,Java,sku76,113478.1,1
9/1/2021,Java,sku76,137462.4,1
10/1/2021,Java,sku76,139750.5,1
11/1/2021,Java,sku76,136498.3,1
12/1/2021,Java,sku76,148514.7,1
1/1/2022,Java,sku76,143167.1,1
1/1/2019,Java,SKU12354,48830.8,0
2/1/2019,Java,SKU12354,40746.4,0
3/1/2019,Java,SKU12354,45941.6,0
4/1/2019,Java,SKU12354,41967.1,0
5/1/2019,Java,SKU12354,40972.2,0
6/1/2019,Java,SKU12354,41537,0
7/1/2019,Java,SKU12354,42468.4,0
8/1/2019,Java,SKU12354,41950.9,0
9/1/2019,Java,SKU12354,42215,0
10/1/2019,Java,SKU12354,43123.3,0
11/1/2019,Java,SKU12354,42725.6,0
12/1/2019,Java,SKU12354,42959.3,0
1/1/2020,Java,SKU12354,42975.3,0
2/1/2020,Java,SKU12354,39314.3,0
3/1/2020,Java,SKU12354,40259.4,0
4/1/2020,Java,SKU12354,32522.1,1
5/1/2020,Java,SKU12354,26499.9,1
6/1/2020,Java,SKU12354,29060.4,1
7/1/2020,Java,SKU12354,27594.8,1
8/1/2020,Java,SKU12354,28176.3,1
9/1/2020,Java,SKU12354,27760.8,1
10/1/2020,Java,SKU12354,27572.9,1
11/1/2020,Java,SKU12354,33020.2,1
12/1/2020,Java,SKU12354,49580,1
1/1/2021,Java,SKU12354,36260,1
2/1/2021,Java,SKU12354,33038,1
3/1/2021,Java,SKU12354,34851.4,1
4/1/2021,Java,SKU12354,37546.8,1
5/1/2021,Java,SKU12354,40224.3,1
6/1/2021,Java,SKU12354,38380.7,1
7/1/2021,Java,SKU12354,33984.3,1
8/1/2021,Java,SKU12354,34563.5,1
9/1/2021,Java,SKU12354,36995.5,1
10/1/2021,Java,SKU12354,43353.4,1
11/1/2021,Java,SKU12354,44896.7,1
12/1/2021,Java,SKU12354,47819.8,1
1/1/2022,Java,SKU12354,47664.1,1
1/1/2019,Java,SKU12354,24269.2,0
2/1/2019,Java,SKU12354,24593,0
3/1/2019,Java,SKU12354,25845.1,0
4/1/2019,Java,SKU12354,24397,0
5/1/2019,Java,SKU12354,21228,0
6/1/2019,Java,SKU12354,19215.1,0
7/1/2019,Java,SKU12354,21862.6,0
8/1/2019,Java,SKU12354,27493.5,0
9/1/2019,Java,SKU12354,27966.8,0
10/1/2019,Java,SKU12354,32071.8,0
11/1/2019,Java,SKU12354,32491.5,0
12/1/2019,Java,SKU12354,30881.4,0
1/1/2020,Java,SKU12354,26778.3,0
2/1/2020,Java,SKU12354,24636,0
3/1/2020,Java,SKU12354,23376.8,0
4/1/2020,Java,SKU12354,19052.3,1
5/1/2020,Java,SKU12354,16234.6,1
6/1/2020,Java,SKU12354,19022.5,1
7/1/2020,Java,SKU12354,21009.2,1
8/1/2020,Java,SKU12354,23318.8,1
9/1/2020,Java,SKU12354,21563.8,1
10/1/2020,Java,SKU12354,20669.2,1
11/1/2020,Java,SKU12354,20762.4,1
12/1/2020,Java,SKU12354,15346.7,1
1/1/2021,Java,SKU12354,16749.6,1
2/1/2021,Java,SKU12354,18251.4,1
3/1/2021,Java,SKU12354,20315.4,1
4/1/2021,Java,SKU12354,17827.1,1
5/1/2021,Java,SKU12354,15809.6,1
6/1/2021,Java,SKU12354,18263.5,1
7/1/2021,Java,SKU12354,16680.6,1
8/1/2021,Java,SKU12354,17418.2,1
9/1/2021,Java,SKU12354,19657.8,1
10/1/2021,Java,SKU12354,18400.1,1
11/1/2021,Java,SKU12354,21661.2,1
12/1/2021,Java,SKU12354,22697.5,1
1/1/2022,Java,SKU12354,22497.3,1
1/1/2019,Java,SKU12354,17103.3,0
2/1/2019,Java,SKU12354,16585.3,0
3/1/2019,Java,SKU12354,21357.5,0
4/1/2019,Java,SKU12354,20025.8,0
5/1/2019,Java,SKU12354,21816.5,0
6/1/2019,Java,SKU12354,21549.3,0
7/1/2019,Java,SKU12354,18865.7,0
8/1/2019,Java,SKU12354,22935.5,0
9/1/2019,Java,SKU12354,19365.3,0
10/1/2019,Java,SKU12354,20774.8,0
11/1/2019,Java,SKU12354,23018.6,0
12/1/2019,Java,SKU12354,23090.8,0
1/1/2020,Java,SKU12354,20437.5,0
2/1/2020,Java,SKU12354,19963.2,0
3/1/2020,Java,SKU12354,20573.4,0
4/1/2020,Java,SKU12354,13039.5,1
5/1/2020,Java,SKU12354,11115.3,1
6/1/2020,Java,SKU12354,14159.3,1
7/1/2020,Java,SKU12354,13561.7,1
8/1/2020,Java,SKU12354,14268.1,1
9/1/2020,Java,SKU12354,14220.1,1
10/1/2020,Java,SKU12354,15179.6,1
11/1/2020,Java,SKU12354,17843.2,1
12/1/2020,Java,SKU12354,20075.9,1
1/1/2021,Java,SKU12354,20316.5,1
2/1/2021,Java,SKU12354,16502,1
3/1/2021,Java,SKU12354,15916.4,1
4/1/2021,Java,SKU12354,16528.5,1
5/1/2021,Java,SKU12354,20919.4,1
6/1/2021,Java,SKU12354,20747.6,1
7/1/2021,Java,SKU12354,14001.2,1
8/1/2021,Java,SKU12354,13841.7,1
9/1/2021,Java,SKU12354,16540.9,1
10/1/2021,Java,SKU12354,19430.8,1
11/1/2021,Java,SKU12354,21031.7,1
12/1/2021,Java,SKU12354,21545.2,1
1/1/2022,Java,SKU12354,23513.5,1
1/1/2019,Java,sku6543,8457.7,0
2/1/2019,Java,sku6543,8935.1,0
3/1/2019,Java,sku6543,12709.8,0
4/1/2019,Java,sku6543,12032.9,0
5/1/2019,Java,sku6543,12565.9,0
6/1/2019,Java,sku6543,9882.3,0
7/1/2019,Java,sku6543,9529.4,0
8/1/2019,Java,sku6543,10091.5,0
9/1/2019,Java,sku6543,10007.6,0
10/1/2019,Java,sku6543,9327.5,0
11/1/2019,Java,sku6543,8292.9,0
12/1/2019,Java,sku6543,10721.6,0
1/1/2020,Java,sku6543,11391.6,0
2/1/2020,Java,sku6543,11302.1,0
3/1/2020,Java,sku6543,11382,0
4/1/2020,Java,sku6543,10951.6,1
5/1/2020,Java,sku6543,8198.7,1
6/1/2020,Java,sku6543,8447.7,1
7/1/2020,Java,sku6543,8781,1
8/1/2020,Java,sku6543,7379.9,1
9/1/2020,Java,sku6543,8921.1,1
10/1/2020,Java,sku6543,7975.9,1
11/1/2020,Java,sku6543,9263.7,1
12/1/2020,Java,sku6543,8869.6,1
1/1/2021,Java,sku6543,9705.5,1
2/1/2021,Java,sku6543,8256.2,1
3/1/2021,Java,sku6543,8429.8,1
4/1/2021,Java,sku6543,7482.5,1
5/1/2021,Java,sku6543,8900.4,1
6/1/2021,Java,sku6543,9947.5,1
7/1/2021,Java,sku6543,8160.5,1
8/1/2021,Java,sku6543,10444.8,1
9/1/2021,Java,sku6543,14919.3,1
10/1/2021,Java,sku6543,15331.2,1
11/1/2021,Java,sku6543,13061,1
12/1/2021,Java,sku6543,11894.2,1
1/1/2022,Java,sku6543,12961.7,1
1/1/2019,Java,sku43,17108.2,0
2/1/2019,Java,sku43,16049.6,0
3/1/2019,Java,sku43,17338.1,0
4/1/2019,Java,sku43,15329.7,0
5/1/2019,Java,sku43,15357.2,0
6/1/2019,Java,sku43,14238.9,0
7/1/2019,Java,sku43,15433.8,0
8/1/2019,Java,sku43,12744.2,0
9/1/2019,Java,sku43,12818.9,0
10/1/2019,Java,sku43,18365.9,0
11/1/2019,Java,sku43,17594.1,0
12/1/2019,Java,sku43,18429,0
1/1/2020,Java,sku43,17464.4,0
2/1/2020,Java,sku43,17362.8,0
3/1/2020,Java,sku43,14579.1,0
4/1/2020,Java,sku43,12548.1,1
5/1/2020,Java,sku43,10023.6,1
6/1/2020,Java,sku43,10750.5,1
7/1/2020,Java,sku43,10341.1,1
8/1/2020,Java,sku43,11664.2,1
9/1/2020,Java,sku43,10650,1
10/1/2020,Java,sku43,9129.7,1
11/1/2020,Java,sku43,10844.9,1
12/1/2020,Java,sku43,11301.2,1
1/1/2021,Java,sku43,10712.5,1
2/1/2021,Java,sku43,10070.4,1
3/1/2021,Java,sku43,11144.5,1
4/1/2021,Java,sku43,11646.5,1
5/1/2021,Java,sku43,12440.4,1
6/1/2021,Java,sku43,13299,1
7/1/2021,Java,sku43,11944.4,1
8/1/2021,Java,sku43,11783.8,1
9/1/2021,Java,sku43,13536.2,1
10/1/2021,Java,sku43,14006.3,1
11/1/2021,Java,sku43,14136.3,1
12/1/2021,Java,sku43,11436.8,1
1/1/2022,Java,sku43,12732.7,1
1/1/2019,Java,sku788,20779.9,0
2/1/2019,Java,sku788,16250.4,0
3/1/2019,Java,sku788,18402.4,0
4/1/2019,Java,sku788,19356,0
5/1/2019,Java,sku788,21774.8,0
6/1/2019,Java,sku788,24161.9,0
7/1/2019,Java,sku788,23023.9,0
8/1/2019,Java,sku788,20853.7,0
9/1/2019,Java,sku788,19476.7,0
10/1/2019,Java,sku788,22259.1,0
11/1/2019,Java,sku788,22655.7,0
12/1/2019,Java,sku788,24058.7,0
1/1/2020,Java,sku788,21637.1,0
2/1/2020,Java,sku788,18443.8,0
3/1/2020,Java,sku788,19685,0
4/1/2020,Java,sku788,13084.9,1
5/1/2020,Java,sku788,9244.9,1
6/1/2020,Java,sku788,11210.9,1
7/1/2020,Java,sku788,10911.1,1
8/1/2020,Java,sku788,10732.9,1
9/1/2020,Java,sku788,11191.8,1
10/1/2020,Java,sku788,10261,1
11/1/2020,Java,sku788,12640.1,1
12/1/2020,Java,sku788,13092.6,1
1/1/2021,Java,sku788,12875.8,1
2/1/2021,Java,sku788,11043,1
3/1/2021,Java,sku788,13135.2,1
4/1/2021,Java,sku788,14347,1
5/1/2021,Java,sku788,15924.2,1
6/1/2021,Java,sku788,17362.3,1
7/1/2021,Java,sku788,12479.5,1
8/1/2021,Java,sku788,13533.4,1
9/1/2021,Java,sku788,16951.5,1
10/1/2021,Java,sku788,16767,1
11/1/2021,Java,sku788,16486.8,1
12/1/2021,Java,sku788,16088.8,1
1/1/2022,Java,sku788,16549.5,1
1/1/2019,Java,sku6544,11032.4,0
2/1/2019,Java,sku6544,8611.9,0
3/1/2019,Java,sku6544,10690.7,0
4/1/2019,Java,sku6544,10119.2,0
5/1/2019,Java,sku6544,10443.1,0
6/1/2019,Java,sku6544,11300,0
7/1/2019,Java,sku6544,11269,0
8/1/2019,Java,sku6544,10645.5,0
9/1/2019,Java,sku6544,11740,0
10/1/2019,Java,sku6544,12524.5,0
11/1/2019,Java,sku6544,12468.8,0
12/1/2019,Java,sku6544,12741.5,0
1/1/2020,Java,sku6544,9353.9,0
2/1/2020,Java,sku6544,7986.9,0
3/1/2020,Java,sku6544,7969.6,0
4/1/2020,Java,sku6544,4978,1
5/1/2020,Java,sku6544,3238.5,1
6/1/2020,Java,sku6544,4364,1
7/1/2020,Java,sku6544,4967,1
8/1/2020,Java,sku6544,5576.8,1
9/1/2020,Java,sku6544,5642,1
10/1/2020,Java,sku6544,5243.9,1
11/1/2020,Java,sku6544,6322.5,1
12/1/2020,Java,sku6544,6061,1
1/1/2021,Java,sku6544,5562.7,1
2/1/2021,Java,sku6544,5463.5,1
3/1/2021,Java,sku6544,5719.8,1
4/1/2021,Java,sku6544,7085.5,1
5/1/2021,Java,sku6544,7039.9,1
6/1/2021,Java,sku6544,8303.1,1
7/1/2021,Java,sku6544,7619.7,1
8/1/2021,Java,sku6544,9944.5,1
9/1/2021,Java,sku6544,10283.5,1
10/1/2021,Java,sku6544,13166.7,1
11/1/2021,Java,sku6544,12527.2,1
12/1/2021,Java,sku6544,11181.1,1
1/1/2022,Java,sku6544,12054.3,1
1/1/2019,Jakarta,sku 141,376635.1,0
2/1/2019,Jakarta,sku 141,324145.6,0
3/1/2019,Jakarta,sku 141,379915.7,0
4/1/2019,Jakarta,sku 141,384980.8,0
5/1/2019,Jakarta,sku 141,385541,0
6/1/2019,Jakarta,sku 141,397077,0
7/1/2019,Jakarta,sku 141,428311.4,0
8/1/2019,Jakarta,sku 141,420341.3,0
9/1/2019,Jakarta,sku 141,411629.4,0
10/1/2019,Jakarta,sku 141,470238.6,0
11/1/2019,Jakarta,sku 141,458569.3,0
12/1/2019,Jakarta,sku 141,455194.2,0
1/1/2020,Jakarta,sku 141,426821.5,0
2/1/2020,Jakarta,sku 141,396554.7,0
3/1/2020,Jakarta,sku 141,412895.9,0
4/1/2020,Jakarta,sku 141,309410.7,1
5/1/2020,Jakarta,sku 141,238293.5,1
6/1/2020,Jakarta,sku 141,275964.9,1
7/1/2020,Jakarta,sku 141,298994.8,1
8/1/2020,Jakarta,sku 141,331681.8,1
9/1/2020,Jakarta,sku 141,334300.5,1
10/1/2020,Jakarta,sku 141,325367,1
11/1/2020,Jakarta,sku 141,338798.1,1
12/1/2020,Jakarta,sku 141,336453.5,1
1/1/2021,Jakarta,sku 141,322356.9,1
2/1/2021,Jakarta,sku 141,289490.8,1
3/1/2021,Jakarta,sku 141,327470.9,1
4/1/2021,Jakarta,sku 141,309653.9,1
5/1/2021,Jakarta,sku 141,320796.8,1
6/1/2021,Jakarta,sku 141,340361.3,1
7/1/2021,Jakarta,sku 141,299542.6,1
8/1/2021,Jakarta,sku 141,312605.1,1
9/1/2021,Jakarta,sku 141,352633,1
10/1/2021,Jakarta,sku 141,361826.6,1
11/1/2021,Jakarta,sku 141,371506.3,1
12/1/2021,Jakarta,sku 141,375044.4,1
1/1/2022,Jakarta,sku 141,381614.8,1
1/1/2019,Jakarta,sku 341,167496,0
2/1/2019,Jakarta,sku 341,136982.3,0
3/1/2019,Jakarta,sku 341,164861.8,0
4/1/2019,Jakarta,sku 341,173337.8,0
5/1/2019,Jakarta,sku 341,178241.2,0
6/1/2019,Jakarta,sku 341,184627.4,0
7/1/2019,Jakarta,sku 341,206250.9,0
8/1/2019,Jakarta,sku 341,198043.5,0
9/1/2019,Jakarta,sku 341,189100.9,0
10/1/2019,Jakarta,sku 341,220773.9,0
11/1/2019,Jakarta,sku 341,205369.4,0
12/1/2019,Jakarta,sku 341,206284.3,0
1/1/2020,Jakarta,sku 341,191170.2,0
2/1/2020,Jakarta,sku 341,176088.4,0
3/1/2020,Jakarta,sku 341,183060.5,0
4/1/2020,Jakarta,sku 341,139599.2,1
5/1/2020,Jakarta,sku 341,102892.8,1
6/1/2020,Jakarta,sku 341,119800.3,1
7/1/2020,Jakarta,sku 341,137531.9,1
8/1/2020,Jakarta,sku 341,157406.7,1
9/1/2020,Jakarta,sku 341,159326.5,1
10/1/2020,Jakarta,sku 341,153505.7,1
11/1/2020,Jakarta,sku 341,163939.2,1
12/1/2020,Jakarta,sku 341,165397,1
1/1/2021,Jakarta,sku 341,153004.1,1
2/1/2021,Jakarta,sku 341,135190.1,1
3/1/2021,Jakarta,sku 341,153387.6,1
4/1/2021,Jakarta,sku 341,142172.5,1
5/1/2021,Jakarta,sku 341,148084.4,1
6/1/2021,Jakarta,sku 341,158585.9,1
7/1/2021,Jakarta,sku 341,142112.7,1
8/1/2021,Jakarta,sku 341,140668.7,1
9/1/2021,Jakarta,sku 341,153690.7,1
10/1/2021,Jakarta,sku 341,157817.1,1
11/1/2021,Jakarta,sku 341,167505.7,1
12/1/2021,Jakarta,sku 341,168456.7,1
1/1/2022,Jakarta,sku 341,177101.7,1
1/1/2019,Jakarta,sku87,33161.4,0
2/1/2019,Jakarta,sku87,29520.1,0
3/1/2019,Jakarta,sku87,35127.6,0
4/1/2019,Jakarta,sku87,30792.5,0
5/1/2019,Jakarta,sku87,33221.6,0
6/1/2019,Jakarta,sku87,30396.2,0
7/1/2019,Jakarta,sku87,31851.7,0
8/1/2019,Jakarta,sku87,31437.8,0
9/1/2019,Jakarta,sku87,31958.7,0
10/1/2019,Jakarta,sku87,31074,0
11/1/2019,Jakarta,sku87,30255.6,0
12/1/2019,Jakarta,sku87,30340.8,0
1/1/2020,Jakarta,sku87,30595.6,0
2/1/2020,Jakarta,sku87,29065.3,0
3/1/2020,Jakarta,sku87,30768.3,0
4/1/2020,Jakarta,sku87,21246.3,1
5/1/2020,Jakarta,sku87,16375.5,1
6/1/2020,Jakarta,sku87,17852.3,1
7/1/2020,Jakarta,sku87,16854.5,1
8/1/2020,Jakarta,sku87,19990.9,1
9/1/2020,Jakarta,sku87,22404.6,1
10/1/2020,Jakarta,sku87,22902.6,1
11/1/2020,Jakarta,sku87,21110.9,1
12/1/2020,Jakarta,sku87,21431.5,1
1/1/2021,Jakarta,sku87,21671.9,1
2/1/2021,Jakarta,sku87,18936.6,1
3/1/2021,Jakarta,sku87,24493.1,1
4/1/2021,Jakarta,sku87,22415.7,1
5/1/2021,Jakarta,sku87,23121,1
6/1/2021,Jakarta,sku87,23003.2,1
7/1/2021,Jakarta,sku87,21295.8,1
8/1/2021,Jakarta,sku87,25138,1
9/1/2021,Jakarta,sku87,31667.2,1
10/1/2021,Jakarta,sku87,34188.6,1
11/1/2021,Jakarta,sku87,37739.9,1
12/1/2021,Jakarta,sku87,38127.4,1
1/1/2022,Jakarta,sku87,37271.3,1
1/1/2019,Jakarta,sku12,33161.4,0
2/1/2019,Jakarta,sku12,29520.1,0
3/1/2019,Jakarta,sku12,35127.6,0
4/1/2019,Jakarta,sku12,30792.5,0
5/1/2019,Jakarta,sku12,33221.6,0
6/1/2019,Jakarta,sku12,30396.2,0
7/1/2019,Jakarta,sku12,31851.7,0
8/1/2019,Jakarta,sku12,31437.8,0
9/1/2019,Jakarta,sku12,31958.7,0
10/1/2019,Jakarta,sku12,31074,0
11/1/2019,Jakarta,sku12,30255.6,0
12/1/2019,Jakarta,sku12,30340.8,0
1/1/2020,Jakarta,sku12,30595.6,0
2/1/2020,Jakarta,sku12,29065.3,0
3/1/2020,Jakarta,sku12,30768.3,0
4/1/2020,Jakarta,sku12,21246.3,1
5/1/2020,Jakarta,sku12,16375.5,1
6/1/2020,Jakarta,sku12,17852.3,1
7/1/2020,Jakarta,sku12,16854.5,1
8/1/2020,Jakarta,sku12,19969.8,1
9/1/2020,Jakarta,sku12,22072.9,1
10/1/2020,Jakarta,sku12,22334.6,1
11/1/2020,Jakarta,sku12,20604.3,1
12/1/2020,Jakarta,sku12,21093.4,1
1/1/2021,Jakarta,sku12,21193.1,1
2/1/2021,Jakarta,sku12,18828.7,1
3/1/2021,Jakarta,sku12,24493.1,1
4/1/2021,Jakarta,sku12,22415.7,1
5/1/2021,Jakarta,sku12,23121,1
6/1/2021,Jakarta,sku12,22914.4,1
7/1/2021,Jakarta,sku12,21024.1,1
8/1/2021,Jakarta,sku12,24686.1,1
9/1/2021,Jakarta,sku12,31196.4,1
10/1/2021,Jakarta,sku12,33614.9,1
11/1/2021,Jakarta,sku12,37338.4,1
12/1/2021,Jakarta,sku12,37802.4,1
1/1/2022,Jakarta,sku12,36865.1,1
1/1/2019,Jakarta,sku555,NA,0
2/1/2019,Jakarta,sku555,NA,0
3/1/2019,Jakarta,sku555,NA,0
4/1/2019,Jakarta,sku555,NA,0
5/1/2019,Jakarta,sku555,NA,0
6/1/2019,Jakarta,sku555,NA,0
7/1/2019,Jakarta,sku555,NA,0
8/1/2019,Jakarta,sku555,NA,0
9/1/2019,Jakarta,sku555,NA,0
10/1/2019,Jakarta,sku555,NA,0
11/1/2019,Jakarta,sku555,NA,0
12/1/2019,Jakarta,sku555,NA,0
1/1/2020,Jakarta,sku555,NA,0
2/1/2020,Jakarta,sku555,NA,0
3/1/2020,Jakarta,sku555,NA,0
4/1/2020,Jakarta,sku555,NA,1
5/1/2020,Jakarta,sku555,NA,1
6/1/2020,Jakarta,sku555,NA,1
7/1/2020,Jakarta,sku555,NA,1
8/1/2020,Jakarta,sku555,21,1
9/1/2020,Jakarta,sku555,331.7,1
10/1/2020,Jakarta,sku555,568.1,1
11/1/2020,Jakarta,sku555,506.7,1
12/1/2020,Jakarta,sku555,338,1
1/1/2021,Jakarta,sku555,478.8,1
2/1/2021,Jakarta,sku555,107.9,1
3/1/2021,Jakarta,sku555,NA,1
4/1/2021,Jakarta,sku555,NA,1
5/1/2021,Jakarta,sku555,NA,1
6/1/2021,Jakarta,sku555,88.7,1
7/1/2021,Jakarta,sku555,271.7,1
8/1/2021,Jakarta,sku555,451.9,1
9/1/2021,Jakarta,sku555,470.8,1
10/1/2021,Jakarta,sku555,573.7,1
11/1/2021,Jakarta,sku555,401.5,1
